appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,mac,windows,linux,Free to Play,Adventure,Simulation,Sports,Indie,Strategy,Early Access,Casual,Action,Racing,RPG,Single-player,MMO,Includes level editor,VR Support,Controller Support,Online,Multi-Player,co-op,Local
812940,Dear Leader,2018-04-20,1,Pleizter Games,Pleizter Games,0,10,5,3,0,0,10000,2.89,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
812960,Guilds Of Delenar,2019-03-22,1,Batholith Entertainment,Batholith Entertainment,0,42,25,0,0,0,10000,11.39,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
812980,POSTWORLD,2018-08-31,1,Screwdriver Entertainment,Screwdriver Entertainment,0,16,40,29,0,0,10000,15.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
813020,Broken Ties,2018-04-13,1,Tninja1337,Tninja1337,0,0,3,0,0,0,10000,3.99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
813030,Reverie - A Heroes Tale,2018-03-21,1,Foxless Box,Foxless Box,0,0,10,3,0,0,10000,2.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
813110,Paralines The Last paladin,2018-06-06,0,Lycian Studio,Lycian Studio,0,0,46,37,0,0,10000,6.19,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
813150,Elevator Ritual,2018-03-18,1,Satria_Games,Satria_Games,0,0,8,5,0,0,10000,2.09,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
813170,Don't Pray To Satan,2018-04-19,1,Milkjug Studios,Milkjug Studios,0,0,9,11,0,0,10000,5.19,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
813240,Grim Town: Battle Tales,2018-03-21,1,Wonderbox Games,Wonderbox Games,0,12,3,5,0,0,10000,3.99,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
813250,Unicorn Dungeon,2018-05-24,1,Stand Off Software,Stand Off Software,0,13,8,1,0,0,10000,3.99,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
813260,Vector Born,2018-04-07,1,Burning Nebula Studios,Burning Nebula Studios,0,0,1,0,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
813280,Sky Hawk,2018-03-28,1,Gamenesis,Gamenesis,0,17,0,3,0,0,10000,2.09,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
813290,This Child Of Mine,2018-03-12,1,BeetleFish Studios,BeetleFish Studios,0,1,37,15,0,0,10000,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
813300,CODE CRACKER 代码破译者,2019-03-25,0,致意,致意,0,36,80,3,0,0,10000,6.19,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
813310,Outsider Strategist～異世界で軍師になる～,2018-03-29,0,askot,askot,0,0,1,0,0,0,10000,14.49,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
813360,Space Duty,2018-03-21,1,cybercritics,cybercritics,0,0,1,0,0,0,10000,3.99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
813370,การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ,2018-06-13,0,Ma-mu-i,Punica,0,24,10,0,0,0,10000,8.29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
813440,DrillsVR,2018-06-28,1,Team B Laboratory,Team B Laboratory,0,0,12,7,0,0,35000,0.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
813450,Barbearian,2018-08-14,1,Kimmo Lahtinen,Kimmo Lahtinen,0,31,35,5,0,0,10000,11.39,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
813530,FPV Freerider Recharged,2018-03-17,1,John Holmvall,Jord&Eld,0,0,12,6,0,0,10000,8.49,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
813540,Scheming Through The Zombie Apocalypse: The Beginning,2018-06-08,1,Entertainment Forge,GrabTheGames,0,19,114,13,0,0,10000,3.99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
813580,Stickman Backflip Killer zone,2018-03-19,1,vadimalexepta,vadimalexepta,0,0,17,15,0,0,10000,0.79,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
813590,Solas and the White Winter,2018-04-13,1,Savepoint Studios,Savepoint Studios,0,6,14,7,0,0,10000,7.19,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
813630,Supraland,2019-04-05,1,Supra Games,Supra Games,0,59,1041,41,0,0,75000,15.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
813650,Runefall,2018-06-06,1,Playcademy,GC Games,0,39,38,3,0,0,10000,7.19,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
813700,Sakura Sadist,2018-05-25,1,Winged Cloud,Winged Cloud,0,13,116,21,163,163,10000,7.19,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
813730,Fleet Star V,2018-10-22,1,Eric Ferguson,Eric Ferguson,0,21,2,0,0,0,10000,4.79,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
813820,Realm Royale,2018-06-05,1,Heroic Leap Games,Hi-Rez Studios,0,22,17220,9825,360,107,3500000,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
813920,oldTail,2018-05-03,1,SeungWoonS,SeungWoonS,0,18,3,2,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
813930,Revoke,2018-07-25,1,NEUN Games,NEUN Games,0,1,15,6,0,0,10000,15.49,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
813970,Urban - Episode 1,2018-06-28,1,Burakku,Burakku,0,0,12,1,0,0,10000,1.99,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
814010,Ball Driver,2018-03-30,1,Potato Games,Potato Games,0,6,1,2,0,0,10000,0.79,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
814020,Quickshot,2018-03-12,1,Headroom.one,Headroom.one,0,0,2,1,0,0,10000,2.09,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
814030,Queen's Quest 4: Sacred Truce,2018-04-26,1,Brave Giant LTD,Artifex Mundi,0,24,8,4,0,0,10000,11.39,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814140,Nuclear 2050,2018-04-11,1,PlayUn-Gaming,PlayUn-Gaming,0,0,4,6,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
814190,Digital Runner,2018-03-26,1,94 Games,94 Games,0,5,2,1,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814200,Simple Story - Alex,2018-03-22,1,КиКо,КиКо,0,8,48,26,0,0,35000,0.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
814210,搜索·迷城掠影/The phantom of the city,2018-12-04,1,cdhy Interactive,cdhy Interactive,0,0,9,6,0,0,10000,1.69,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814300,Pigeons Attack,2019-02-21,1,Nixtor Game Studio,Nixtor Game Studio,0,24,40,3,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
814310,ABYSS,2018-10-07,1,Sultan Sultanov,Sultan Sultanov,0,10,17,6,0,0,10000,2.15,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
814340,Ghoststory,2018-06-21,1,Loaded Games,Superboss,0,0,5,11,0,0,10000,1.69,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814380,Sekiro™: Shadows Die Twice,2019-03-21,1,FromSoftware,Activision (Excluding Japan and Asia);FromSoftware (Japan);方块游戏 (Asia),18,34,21504,3019,2059,2212,3500000,49.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
814420,TetraLogical,2019-03-04,1,Japster's Cavern,Japster's Cavern,0,97,10,0,0,0,10000,3.99,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1
814480,Mini World: Block Art,2018-04-27,1,"Miniwan Technology Co.,Limited","Miniwan Technology Co.,Limited",0,0,255,79,50,50,35000,1.69,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
814510,1248,2019-03-06,1,taecg,taecg,0,0,1,0,0,0,10000,2.09,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814540,Changed,2018-04-04,1,DragonSnow,DragonSnow,0,6,1472,123,80,80,75000,4.79,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
814570,The Great Escape,2018-04-13,1,Ocean Software,Classics Digital;Piko Interactive,0,0,3,9,0,0,10000,2.89,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
814580,Where Time Stood Still,2018-04-13,1,Ocean Software,Classics Digital;Piko Interactive,0,0,4,6,0,0,10000,2.89,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
814590,Caveman Stories,2018-11-23,1,Uniday Studio,Uniday Studio,0,0,5,4,0,0,10000,2.89,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
814600,Tunnel B1,2018-04-13,1,NEON;Piko Interactive,Throwback Entertainment,0,0,5,7,0,0,10000,5.19,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
814610,Last Rites,2018-04-13,1,Ocean Software,Classics Digital;Piko Interactive,0,0,10,5,0,0,10000,5.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
814620,Central Intelligence,2018-04-13,1,OCEAN Software,Classics Digital;Piko Interactive,0,0,2,3,0,0,10000,3.99,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
814630,ELF,2018-04-13,1,Ocean Software,Classics Digital;Piko Interactive,0,0,1,7,0,0,10000,3.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
814640,Sleepwalker,2018-04-13,1,Ocean Software,Classics Digital;Piko Interactive,0,0,2,4,0,0,10000,3.99,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
814650,Pushover,2018-04-13,1,Ocean Software,Classics Digital,0,0,10,3,0,0,10000,3.99,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
814660,The Unintended Consequences of Curiosity,2019-03-22,1,Aikio,Aikio,0,13,8,2,0,0,10000,5.79,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1
814700,Larkin building by Frank Lloyd Wright,2018-05-26,1,Xperitus,Xperitus,0,0,5,5,0,0,10000,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814710,The Rhys510 Flash Back,2018-03-26,1,Rhys510,Rhys510,0,0,3,0,0,0,10000,1.5,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
814770,Duder,2018-03-13,1,Andeolab,Andeolab,0,1,9,8,0,0,10000,5.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
814870,Monads,2019-02-15,1,Team Monad,PsychoFlux Entertainment,0,40,5,2,0,0,10000,7.19,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
814890,BoxEngine,2018-03-18,1,Mashiro,Mashiro,0,0,6,0,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
814900,三国虎将传VR-Sanguo Warriors VR,2018-09-26,1,GYVR,GYVR,0,1,52,18,0,0,10000,3.99,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
814920,Sol705,2018-03-16,1,Land Patricio,Land Patricio,0,0,58,15,0,0,35000,0.0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
814960,Blackbox,2018-03-24,1,TRT World,TRT World,0,0,6,1,0,0,10000,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
814990,Super X Chess,2018-10-24,1,Mlyst,Mlyst,0,9,4,0,0,0,10000,5.49,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
815000,Tardy,2018-03-08,1,One Wing Cicada,One Wing Cicada,0,11,85,3,0,0,10000,5.19,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
815010,Relaxicon,2018-03-19,1,Tomas Varaneckas,Tomas Varaneckas,0,0,8,1,0,0,10000,3.99,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815030,SKULL FEAST,2018-09-13,1,smakarov3,smakarov3,0,0,15,7,0,0,10000,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
815070,The Adventurous Four,2018-03-22,1,NLB project,NLB project,0,29,6,0,0,0,10000,2.89,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815080,Hot Mars 69,2018-03-12,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,0,0,11,27,0,0,35000,0.79,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
815150,Knight Bewitched,2018-04-18,1,Joshua Keith,Joshua Keith,0,7,34,2,0,0,10000,3.99,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
815170,Zombie World,2018-06-01,1,M.R.Studio,M.R.Studio,0,21,0,4,0,0,10000,11.39,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
815210,Tiny-Tasy Town,2018-10-15,1,Rabbiroo,INDIECN,0,9,107,29,0,0,10000,9.29,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
815240,Forest Harvester Simulator,2018-03-19,1,Simulators Live,Simulators Live,0,9,7,10,1,1,35000,5.19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
815250,Magic League,2018-04-30,1,Playloft,Playloft,0,30,3,7,0,0,10000,2.89,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
815260,Lords of Kingdoms,2018-06-15,1,ThankGame.com,ThankGame.com,0,0,13,20,0,0,10000,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
815280,Crooked Waters,2018-07-13,1,Craft Game Studio,Craft Game Studio,0,8,6,1,0,0,10000,15.49,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
815290,Guards of the Gate,2019-01-30,1,Prince Game Studio,Prince Game Studio,0,12,18,6,0,0,10000,7.19,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
815320,Catify VR,2018-06-28,1,VR Studio,AC3 Studio,0,10,13,3,0,0,10000,3.99,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
815360,Stick War: Castle Defence,2018-03-16,1,FoG Games,FoG Games,0,0,3,3,0,0,10000,5.79,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
815370,Green Hell,2018-08-29,1,Creepy Jar,Creepy Jar,0,0,2767,516,663,1213,150000,15.49,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
815390,Psi Cards,2018-03-19,1,IR Studio,IR Studio,0,451,6,17,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815420,Bomb Hunter MT,2018-04-03,1,Free Cube Studio,Free Cube Studio,0,2,3,2,0,0,10000,1.69,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
815440,Time Transit VR,2019-02-26,1,Freetime Studio,Freetime Studio,0,0,14,1,0,0,10000,27.79,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
815450,Cardinal Cross,2018-07-09,1,ImpQueen,ImpQueen,0,26,96,6,0,0,10000,9.29,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815480,Ratergy,2018-03-30,1,Jens Bolanz,Bolanzarts,0,24,2,2,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
815540,Awakening: The Skyward Castle Collector's Edition,2018-03-09,1,Boomzap Entertainment,Big Fish Games,0,0,1,0,0,0,10000,7.19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815550,Surface: Alone in the Mist Collector's Edition,2018-03-07,1,Elephant Games,Big Fish Games,0,0,1,0,0,0,10000,7.19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815560,Dead Reckoning: The Crescent Case Collector's Edition,2018-03-12,1,Eipix Entertainment,Big Fish Games,0,0,1,0,0,0,10000,7.19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815570,Witches' Legacy: Hunter and the Hunted Collector's Edition,2018-03-28,1,EleFun Games,Big Fish Games,0,0,1,0,0,0,10000,7.19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815580,Dark Parables: Return of the Salt Princess Collector's Edition,2018-03-16,1,Blue Tea Games,Big Fish Games,0,0,6,0,0,0,10000,7.19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
815620,Cyber Escape,2018-03-29,1,Fogbound,Fogbound,0,0,0,1,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
815630,Majula Frontier,2018-09-19,1,EF Universe Games LLC,EF Universe Games LLC,0,26,3,0,0,0,10000,11.39,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
815660,Lucie,2018-03-20,1,vm.cabello,vm.cabello,0,0,36,5,0,0,10000,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
815730,Swingy Sword,2018-03-26,1,Lucas Simmons;James Gagnon;Holden Newton,Thulium Games,0,16,2,0,0,0,10000,0.79,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
815780,PIPE by BMX Streets,2018-03-15,1,Mash Games,Mash Games,0,8,1174,139,0,0,75000,7.19,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
815800,Infecto,2018-04-13,1,Jl Apps,Jl Apps,0,43,7,1,0,0,10000,3.99,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
815830,Space Escape!,2018-03-26,1,Cow Corp.,Cow Corp.,0,1327,11,3,0,0,10000,1.69,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
815840,Sword Mans,2018-03-30,1,Bypass Game Studios,Bypass Game Studios,0,17,1,1,0,0,10000,7.19,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
815860,Reframed,2018-04-27,1,Pulsetense Games,KISS ltd,0,0,3,7,0,0,10000,2.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
815950,Chocolate makes you happy 4,2018-03-14,1,Blender Games,Blender Games,0,154,13,3,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816020,JUMP FORCE,2019-02-14,1,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,0,50,1951,1530,338,369,75000,49.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
816030,Alice Must Find The Key To Escape (Hidden Objects),2018-03-26,1,Tonee Ltd,Tonee Ltd,0,0,1,1,0,0,10000,3.99,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
816060,Kingdom Clicker,2018-03-30,1,Maximilian Ritters,Maximilian Ritters,0,100,9,9,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816080,Ultimate Select Hero / 究极勇者的选择传说,2018-05-02,0,nitopu,Pujia8 Studio,0,40,43,6,0,0,10000,1.69,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
816090,Space Hulk: Deathwing - Enhanced Edition,2018-05-22,1,Streum On Studio,Focus Home Interactive,0,23,1039,497,133,233,35000,34.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1
816120,First Winter,2018-05-08,1,Dan Sanderson,danthaigames,0,12,77,3,0,0,10000,2.89,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
816150,Hardway Party,2018-10-05,1,Digital Melody;Wastelands Interactive,Wastelands Interactive,0,36,2,0,0,0,10000,3.99,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
816160,Score a goal 2 (Physical football),2018-03-16,1,BulatHard,BulatHard,0,26,7,6,0,0,10000,7.9,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816170,Spectrubes Infinity,2018-04-20,1,The Light Sword Team,The Light Sword Team,0,10,6,0,0,0,10000,2.09,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
816180,Zhmyshenko Valery Albertovich,2018-04-26,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,0,6,53,11,0,0,10000,0.79,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816190,Draw It!,2018-04-28,1,Antizero company,Antizero company,0,800,23,3,0,0,10000,1.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816200,Planet Assault,2018-03-23,1,"Diggidy.net, LLC","Diggidy.net, LLC",0,15,0,1,0,0,10000,1.99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816210,The Balcony,2018-03-26,1,Holotna,Holotna,0,8,12,5,0,0,10000,2.89,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
816220,Analistica Academy,2018-04-06,1,Epic Works,Top Hat Studios Inc,0,0,3,4,0,0,10000,5.79,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816240,Build Wars,2018-04-20,1,Alda Games,Alda Games,0,0,16,14,0,0,10000,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
816250,JQ: dogs & cats,2018-03-20,1,Snkl Studio,Snkl Studio,0,215,32,7,0,0,10000,0.79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816260,Store Simulator 2018,2018-03-30,1,Achievement Studios,Achievement Studios,0,1010,33,22,0,0,10000,0.79,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
816270,Sounds of Verity,2018-03-27,1,Violet Feature,Violet Feature,0,16,53,5,0,0,10000,3.99,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816280,Amora,2018-06-08,1,Game e Arte,Game e Arte,0,0,7,0,0,0,10000,1.69,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
816330,The Council of Hanwell,2018-03-14,1,Steel Arts,Steel Arts,0,10,27,21,0,0,10000,5.79,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
816340,Kingdom Rush Origins,2018-10-17,1,Ironhide Game Studio,Ironhide Game Studio,0,83,1116,76,554,554,75000,11.39,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
816350,The Flood,2018-03-30,1,Simple Ghost,Simple Ghost,0,0,638,98,0,0,75000,0.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816380,Crazzers,2018-03-18,1,Hardcore Studio,Hardcore Studio,0,8,1,1,0,0,10000,2.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
816400,Questlike,2018-03-29,1,Spritewrench,Spritewrench,0,1,0,1,0,0,10000,3.99,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
816410,Go Go Poncho!,2018-03-26,1,Couchgaming,Couchgaming,0,0,1,0,0,0,10000,2.89,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
816490,Hidden Paws,2018-03-22,1,Manic Hyena,Manic Hyena,0,8,120,4,0,0,10000,2.09,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816500,Micro Pico Racers,2018-04-19,1,Josep Monzonis Hernandez,Josep Monzonis Hernandez,0,25,17,2,0,0,10000,1.69,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1
816550,Gallows,2018-07-11,1,Gallows,Gallows,0,0,2,3,0,0,10000,1.69,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
816580,LOVE Obsession,2018-05-06,1,Megaton,Megaton,0,0,2,4,0,0,10000,9.29,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816590,FinalFire,2018-05-09,0,深圳中青宝互动网络股份有限公司,深圳中青宝互动网络股份有限公司,0,0,34,25,0,0,35000,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1
816610,HandyCopter,2018-03-16,1,Simulators Live,Simulators Live,0,5,5,1,0,0,10000,3.99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
816630,Monkey King: Master of the Clouds | 中華大仙,2018-09-14,1,Starfish-SD Inc.,Retroism,0,0,6,5,0,0,10000,3.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
